form_id,date_start,date_end,location_id,location_name,country_name,emergency_post_emergency,number_of_persons_per_usable_handpump_well_spring,number_of_persons_per_usable_water_tap,average_number_liters_of_potable_water_available_per_person_per_day,percent_water_quality_tests_at_non_chlorinated_water_collection_locations_with_0_cfu_100ml,percent_of_water_quality_tests_at_chlorinated_collection_locations_with_frc_in_the_range_0_2_2mg_l_and_turbidity_5ntu5,percent_households_with_household_toilet_latrine_monthly,number_of_persons_per_toilet_latrine,number_of_persons_per_bath_shelter_shower,number_of_persons_per_hygiene_promoter,refugee_population,reporting_period_monthly_indicator,average_number_l_p_d_of_potable_water_collected_at_household_level,percent_households_with_at_least_10_liters_person_potable_water_storage_capacity,percent_households_collecting_drinking_water_from_protected_treated_sources,percent_of_women_of_reproductive_age_who_are_satisfied_with_menstrual_hygiene_management_materials_and_facilities,percent_households_with_household_toilet_latrine,percent_households_reporting_defecating_in_a_toilet,percent_households_with_access_to_soap,percent_households_with_access_to_solid_waste_disposal_facility,reporting_period_annual_indicator
54364738,2022-10-31,2022-11-27,4336,Abu Jubaiha Town,Sudan,Post-emergency,490,NA,0,NA,NA,37,11,NA,NA,2937,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364739,2022-10-31,2022-11-27,4334,Abunowara,Sudan,Post-emergency,NA,NA,0,NA,NA,0,2,18,NA,367,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364741,2022-10-31,2022-11-27,4329,Dar Batti,Sudan,Post-emergency,2312,NA,1,NA,0,28,14,27,138,13874,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364743,2022-10-31,2022-11-27,4330,"Elleri West7 (Dar Batti, El Gokhop and Um Kawarow)",Sudan,Post-emergency,450,NA,44,NA,NA,0,3,NA,NA,450,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364748,2022-10-31,2022-11-27,4331,Gedied,Sudan,Post-emergency,NA,NA,0,NA,NA,38,7,11,79,790,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364751,2022-10-31,2022-11-27,4332,Gurayd,Sudan,Post-emergency,NA,NA,0,NA,NA,42,8,19,99,995,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365311,2022-10-31,2022-11-27,565,Shagarab I,Sudan,Post-emergency,NA,273,15,NA,50,16,14,NA,7912,55390,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364753,2022-10-31,2022-11-27,4333,Sirajiya,Sudan,Post-emergency,NA,NA,0,NA,NA,21,18,35,126,5682,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364778,2022-10-31,2022-11-27,552,Adjumani,Uganda,Post-emergency,502,541,14,87,90,68,10,11,776,233092,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364747,2022-10-31,2022-11-27,554,Kyaka II,Uganda,Post-emergency,500,397,16,100,100,56,6,12,472,118169,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364702,2022-10-31,2022-11-27,558,Nakivale,Uganda,Post-emergency,742,839,12,94,95,50,6,9,457,148318,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364677,2022-10-31,2022-11-27,555,Oruchinga,Uganda,Post-emergency,215,397,20,95,90,74,7,8,122,8601,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365448,2022-10-31,2022-11-27,559,Rwamwanja,Uganda,Post-emergency,443,39,12,NA,54,62,7,615,452,86848,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363990,2022-10-31,2022-11-27,642,Mayukwayukwa,Zambia,Post-emergency,277,NA,21,NA,NA,23,14,NA,950,19952,19297,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366184,2022-10-03,2022-10-30,463,Auserd,Algeria,Post-emergency,NA,28,46,NA,50,94,5,4,1242,18638,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366189,2022-10-03,2022-10-30,464,Boujdour,Algeria,Post-emergency,NA,NA,34,NA,83,94,5,4,960,9601,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366193,2022-10-03,2022-10-30,465,Dakhla,Algeria,Post-emergency,NA,49,73,NA,NA,98,5,4,724,10870,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366198,2022-10-03,2022-10-30,466,Layounne,Algeria,Post-emergency,NA,31,31,NA,NA,88,5,5,1700,25503,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366202,2022-10-03,2022-10-30,467,Smara,Algeria,Post-emergency,NA,89,39,NA,70,87,5,5,1493,25389,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363765,2022-10-03,2022-10-30,622,Borgop,Cameroon,Post-emergency,440,NA,19,NA,NA,47,6,12,500,11007,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363767,2022-10-03,2022-10-30,451,Gado,Cameroon,Post-emergency,0,0,17,NA,NA,31,10,19,1036,25909,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363769,2022-10-03,2022-10-30,453,Lolo,Cameroon,Post-emergency,567,397,15,NA,NA,31,10,19,594,11899,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363771,2022-10-03,2022-10-30,623,Mbile,Cameroon,Post-emergency,397,NA,17,NA,NA,44,7,13,433,10829,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363773,2022-10-03,2022-10-30,625,Minawao,Cameroon,Post-emergency,1345,246,13,91,100,27,12,25,2164,75748,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363775,2022-10-03,2022-10-30,624,Ngam,Cameroon,Post-emergency,0,NA,18,NA,NA,56,5,10,454,6819,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363777,2022-10-03,2022-10-30,3883,Ngarisingo,Cameroon,Post-emergency,0,NA,15,NA,NA,68,4,8,446,1339,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363779,2022-10-03,2022-10-30,461,Timangolo,Cameroon,Post-emergency,609,419,17,NA,NA,41,7,14,478,6701,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364286,2022-10-03,2022-10-30,574,Bredjing,Chad,Post-emergency,NA,124,17,97,98,45,10,9,12499,49999,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364281,2022-10-03,2022-10-30,575,Djabal,Chad,Post-emergency,NA,81,10,NA,80,55,9,9,25680,25680,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364291,2022-10-03,2022-10-30,577,Farchana,Chad,Post-emergency,NA,NA,12,100,96,47,10,9,10468,31406,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364298,2022-10-03,2022-10-30,578,Gaga,Chad,Post-emergency,NA,104,0,90,97,53,9,8,8967,26903,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364276,2022-10-03,2022-10-30,580,Goz Amer,Chad,Post-emergency,921,NA,13,NA,73,40,11,12,19335,38671,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364295,2022-10-03,2022-10-30,4386,Kouchaguine-Moura,Chad,Post-emergency,NA,123,18,100,100,27,24,30,5419,16258,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362483,2022-10-03,2022-10-30,495,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,96,17,100,100,24,17,17,2624,26246,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362543,2022-10-03,2022-10-30,4246,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,24,14,100,100,10,32,40,1552,7764,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54388494,2022-10-03,2022-10-30,602,Ali Adde,Djibouti,Post-emergency,NA,79,21,NA,100,31,13,NA,4323,17292,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54388509,2022-10-03,2022-10-30,603,Holl Holl,Djibouti,Post-emergency,NA,80,13,NA,100,9,25,3638,3638,7276,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365286,2022-10-03,2022-10-30,4755,Alemwach,Ethiopia,Emergency,NA,NA,21,NA,NA,0,53,53,NA,14019,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364331,2022-10-03,2022-10-30,543,Bambasi,Ethiopia,Post-emergency,NA,136,14,NA,100,29,17,NA,1542,20057,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389648,2022-10-03,2022-10-30,533,Bokolmanyo,Ethiopia,Post-emergency,NA,NA,17,NA,98,0,NA,NA,NA,32520,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389685,2022-10-03,2022-10-30,537,Hilaweyn,Ethiopia,Post-emergency,NA,NA,15,NA,100,7,64,NA,NA,48106,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389675,2022-10-03,2022-10-30,536,Kobe,Ethiopia,Post-emergency,NA,NA,19,NA,97,7,50,NA,NA,37279,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389671,2022-10-03,2022-10-30,535,Melkadida,Ethiopia,Post-emergency,NA,NA,13,NA,93,14,26,NA,NA,41400,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364332,2022-10-03,2022-10-30,525,Sherkole,Ethiopia,Post-emergency,NA,61,16,NA,100,40,10,10,1112,12236,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364333,2022-10-03,2022-10-30,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,173,12,NA,100,15,29,NA,2302,43744,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364775,2022-10-03,2022-10-30,445,Arbat,Iraq,Post-emergency,NA,NA,85,100,100,100,5,5,NA,9100,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365376,2022-10-03,2022-10-30,446,Basirma,Iraq,Post-emergency,NA,5,91,100,100,100,6,5,754,2263,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365378,2022-10-03,2022-10-30,442,Kawergosk,Iraq,Post-emergency,NA,6,130,100,100,100,6,5,969,7755,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365379,2022-10-03,2022-10-30,444,Qushtapa,Iraq,Post-emergency,NA,5,116,100,100,100,6,5,95,8360,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363958,2022-10-03,2022-10-30,518,Dagahaley,Kenya,Post-emergency,NA,114,22,NA,95,63,8,NA,2282,95849,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363959,2022-10-03,2022-10-30,519,Hagadera,Kenya,Post-emergency,NA,124,19,NA,81,85,6,NA,1259,103297,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363960,2022-10-03,2022-10-30,520,Ifo,Kenya,Post-emergency,NA,77,26,NA,91,62,8,NA,2094,87969,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362556,2022-10-03,2022-10-30,313,Dzaleka,Malawi,Post-emergency,1411,371,15,100,100,38,8,11,165,56425,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363785,2022-10-03,2022-10-30,696,Abala,Niger,Post-emergency,NA,116,15,NA,NA,9,18,68,3400,10200,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363730,2022-10-03,2022-10-30,4370,Chadakori,Niger,Post-emergency,NA,377,6,NA,NA,0,79,87,494,7915,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363731,2022-10-03,2022-10-30,4369,Dandaji Makao,Niger,Post-emergency,NA,545,5,NA,NA,0,61,67,340,5445,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363732,2022-10-03,2022-10-30,4371,Garin Kaka,Niger,Post-emergency,NA,311,13,NA,NA,0,69,80,272,4359,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363910,2022-10-03,2022-10-30,4382,Ouallam,Niger,Post-emergency,NA,116,23,NA,NA,15,20,22,NA,6129,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54370538,2022-10-03,2022-10-30,3926,Sayam Forage,Niger,Post-emergency,NA,420,6,100,100,17,18,28,7898,31594,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362805,2022-10-03,2022-10-30,4673,Adagam 3,Nigeria,Post-emergency,NA,92,20,100,100,23,18,20,552,2210,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362584,2022-10-03,2022-10-30,4251,Adagom,Nigeria,Post-emergency,NA,117,17,NA,NA,15,23,34,1215,12151,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362819,2022-10-03,2022-10-30,4674,Ikyogen,Nigeria,Post-emergency,NA,331,8,NA,NA,20,30,56,2252,11260,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362578,2022-10-03,2022-10-30,4675,Ukende,Nigeria,Post-emergency,126,58,19,0,0,15,24,26,661,3970,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364326,2022-10-03,2022-10-30,629,Kigeme,Rwanda,Post-emergency,NA,80,15,NA,100,0,33,42,660,14532,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362912,2022-10-03,2022-10-30,627,Kiziba,Rwanda,Post-emergency,NA,53,26,NA,100,100,22,48,254,16274,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362856,2022-10-03,2022-10-30,631,Mahama,Rwanda,Post-emergency,NA,76,25,100,100,100,16,16,453,58076,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364783,2022-10-03,2022-10-30,630,Mugombwa,Rwanda,Post-emergency,NA,72,25,NA,100,0,24,36,951,11414,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362863,2022-10-03,2022-10-30,628,Nyabiheke,Rwanda,Post-emergency,NA,83,16,NA,100,100,18,45,833,13332,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362963,2022-10-03,2022-10-30,561,Abuda,Sudan,Post-emergency,NA,49,72,NA,NA,59,6,NA,NA,3540,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363641,2022-10-03,2022-10-30,4287,Al Jameya,Sudan,Post-emergency,NA,175,15,NA,82,47,10,NA,752,12046,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364004,2022-10-03,2022-10-30,3884,Al Kashafa,Sudan,Post-emergency,NA,181,9,NA,91,31,14,NA,882,14127,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364001,2022-10-03,2022-10-30,3921,Al Redis 1,Sudan,Post-emergency,NA,187,15,NA,79,28,14,NA,726,11619,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363997,2022-10-03,2022-10-30,3922,Al Redis 2,Sudan,Post-emergency,NA,205,0,NA,81,10,34,NA,1700,27206,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364014,2022-10-03,2022-10-30,3923,Alagaya,Sudan,Post-emergency,NA,218,9,NA,79,5,57,NA,1770,28320,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364011,2022-10-03,2022-10-30,3924,Dabat Bosin,Sudan,Post-emergency,NA,241,15,NA,90,9,40,NA,646,10341,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362952,2022-10-03,2022-10-30,563,Girba,Sudan,Post-emergency,NA,NA,28,NA,50,0,1,NA,NA,6248,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364008,2022-10-03,2022-10-30,3920,Jouri,Sudan,Post-emergency,NA,199,10,NA,93,13,28,NA,764,12227,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363644,2022-10-03,2022-10-30,4286,Khor Alwarel,Sudan,Post-emergency,NA,196,9,NA,88,0,142,NA,2490,39840,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362958,2022-10-03,2022-10-30,564,Kilo 26,Sudan,Post-emergency,NA,467,32,NA,50,50,8,NA,1969,9846,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362951,2022-10-03,2022-10-30,565,Shagarab I,Sudan,Post-emergency,NA,284,12,NA,50,16,16,NA,8999,62999,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363993,2022-10-03,2022-10-30,3925,Um Sangour,Sudan,Post-emergency,NA,261,7,NA,97,10,35,NA,2057,32918,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362962,2022-10-03,2022-10-30,568,Wad Sharife,Sudan,Post-emergency,NA,93,23,NA,50,45,8,NA,NA,17785,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364777,2022-10-03,2022-10-30,552,Adjumani,Uganda,Post-emergency,502,541,14,90,85,73,10,11,776,233092,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363663,2022-10-03,2022-10-30,556,Kiryandongo,Uganda,Post-emergency,0,NA,13,NA,100,83,8,NA,1126,69866,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362810,2022-10-03,2022-10-30,554,Kyaka II,Uganda,Post-emergency,500,397,16,100,100,56,7,12,474,118266,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362832,2022-10-03,2022-10-30,558,Nakivale,Uganda,Post-emergency,927,839,14,NA,NA,50,6,9,457,148318,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362828,2022-10-03,2022-10-30,555,Oruchinga,Uganda,Post-emergency,2750,3893,20,NA,NA,72,7,9,122,8601,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362808,2022-10-03,2022-10-30,551,Palorinya,Uganda,Post-emergency,864,186,18,100,0,0,6,6,NA,120411,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362801,2022-10-03,2022-10-30,559,Rwamwanja,Uganda,Post-emergency,441,47,10,NA,48,61,7,610,448,86087,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361256,2022-10-03,2022-10-30,4067,Mantapala,Zambia,Post-emergency,258,NA,23,100,0,100,NA,NA,527,10556,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362551,2022-10-03,2022-10-30,642,Mayukwayukwa,Zambia,Post-emergency,277,NA,21,NA,NA,23,14,NA,950,19952,19266,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366182,2022-08-29,2022-10-02,463,Auserd,Algeria,Post-emergency,NA,28,48,NA,40,94,5,4,1242,18638,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366187,2022-08-29,2022-10-02,464,Boujdour,Algeria,Post-emergency,NA,NA,45,NA,NA,94,5,4,960,9601,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366192,2022-08-29,2022-10-02,465,Dakhla,Algeria,Post-emergency,NA,49,72,NA,17,98,5,4,724,10870,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366197,2022-08-29,2022-10-02,466,Layounne,Algeria,Post-emergency,NA,31,31,100,78,88,5,5,1700,25503,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366201,2022-08-29,2022-10-02,467,Smara,Algeria,Post-emergency,NA,89,48,NA,NA,87,5,5,1493,25389,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363763,2022-08-29,2022-10-02,622,Borgop,Cameroon,Post-emergency,439,NA,20,NA,NA,47,6,12,498,10969,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363766,2022-08-29,2022-10-02,451,Gado,Cameroon,Post-emergency,0,0,17,NA,NA,31,10,19,1040,26007,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363768,2022-08-29,2022-10-02,453,Lolo,Cameroon,Post-emergency,568,398,15,NA,NA,30,10,19,596,11938,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363770,2022-08-29,2022-10-02,623,Mbile,Cameroon,Post-emergency,397,NA,17,NA,NA,45,7,13,426,10661,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363772,2022-08-29,2022-10-02,625,Minawao,Cameroon,Post-emergency,1345,246,13,NA,NA,27,12,22,2158,75532,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363774,2022-08-29,2022-10-02,624,Ngam,Cameroon,Post-emergency,0,NA,18,NA,NA,56,5,10,454,6821,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363776,2022-08-29,2022-10-02,3883,Ngarisingo,Cameroon,Post-emergency,0,NA,16,NA,NA,70,4,8,432,1298,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363778,2022-08-29,2022-10-02,461,Timangolo,Cameroon,Post-emergency,618,425,16,NA,NA,41,7,14,485,6798,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54360849,2022-08-29,2022-10-02,573,Amnabak,Chad,Post-emergency,NA,175,11,NA,100,18,31,33,9437,28311,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364288,2022-08-29,2022-10-02,574,Bredjing,Chad,Post-emergency,NA,124,17,97,0,45,10,9,12499,49999,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364280,2022-08-29,2022-10-02,575,Djabal,Chad,Post-emergency,NA,81,10,100,80,55,9,9,25680,25680,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364290,2022-08-29,2022-10-02,577,Farchana,Chad,Post-emergency,NA,NA,12,100,97,47,9,9,10468,31406,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364297,2022-08-29,2022-10-02,578,Gaga,Chad,Post-emergency,NA,104,0,94,96,53,9,8,8960,26881,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54360785,2022-08-29,2022-10-02,580,Goz Amer,Chad,Post-emergency,918,NA,13,100,NA,33,14,14,19273,38546,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54360852,2022-08-29,2022-10-02,581,Iridimi,Chad,Post-emergency,NA,NA,12,NA,100,26,15,16,8243,24730,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364293,2022-08-29,2022-10-02,4386,Kouchaguine-Moura,Chad,Post-emergency,NA,122,18,100,98,27,24,29,5388,16166,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54360851,2022-08-29,2022-10-02,584,Oure Cassoni,Chad,Post-emergency,NA,126,10,NA,100,35,16,17,11872,35616,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362444,2022-08-29,2022-10-02,495,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,96,15,100,100,24,17,17,2624,26246,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362445,2022-08-29,2022-10-02,4246,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,24,14,100,100,10,32,40,1552,7764,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54388493,2022-08-29,2022-10-02,602,Ali Adde,Djibouti,Post-emergency,NA,79,19,NA,100,31,13,NA,4323,17292,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54388508,2022-08-29,2022-10-02,603,Holl Holl,Djibouti,Post-emergency,NA,80,10,NA,100,9,25,3638,3638,7276,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365284,2022-08-29,2022-10-02,4755,Alemwach,Ethiopia,Emergency,NA,NA,21,NA,NA,0,53,53,NA,14019,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361853,2022-08-29,2022-10-02,543,Bambasi,Ethiopia,Post-emergency,NA,135,15,NA,100,29,17,NA,1539,20016,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389649,2022-08-29,2022-10-02,533,Bokolmanyo,Ethiopia,Post-emergency,NA,NA,15,NA,99,0,NA,NA,NA,32511,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389683,2022-08-29,2022-10-02,537,Hilaweyn,Ethiopia,Post-emergency,NA,128,14,NA,100,7,66,NA,NA,47620,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389674,2022-08-29,2022-10-02,536,Kobe,Ethiopia,Post-emergency,NA,126,18,NA,100,6,50,NA,NA,37239,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54389659,2022-08-29,2022-10-02,535,Melkadida,Ethiopia,Post-emergency,NA,156,14,NA,100,14,26,NA,NA,41194,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361855,2022-08-29,2022-10-02,525,Sherkole,Ethiopia,Post-emergency,NA,61,17,NA,100,40,10,10,1109,12202,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361856,2022-08-29,2022-10-02,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,170,13,NA,100,16,28,NA,2266,43055,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361192,2022-08-29,2022-10-02,670,Fetentaa,Ghana,Post-emergency,NA,18,42,50,25,100,5,13,48,486,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361193,2022-08-29,2022-10-02,671,Krisan,Ghana,Post-emergency,101,0,28,67,100,100,10,1,95,669,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362537,2022-08-29,2022-10-02,445,Arbat,Iraq,Post-emergency,NA,NA,86,100,100,100,5,5,NA,9094,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362069,2022-08-29,2022-10-02,446,Basirma,Iraq,Post-emergency,NA,5,89,100,100,100,6,5,753,2260,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362071,2022-08-29,2022-10-02,442,Kawergosk,Iraq,Post-emergency,NA,6,132,100,100,100,6,5,969,7752,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362072,2022-08-29,2022-10-02,444,Qushtapa,Iraq,Post-emergency,NA,5,118,100,100,100,6,5,94,8356,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363955,2022-08-29,2022-10-02,518,Dagahaley,Kenya,Post-emergency,NA,109,23,NA,97,65,8,NA,2180,91596,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363956,2022-08-29,2022-10-02,519,Hagadera,Kenya,Post-emergency,NA,123,20,NA,75,74,6,NA,1245,102144,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363957,2022-08-29,2022-10-02,520,Ifo,Kenya,Post-emergency,NA,75,25,NA,100,64,8,NA,2043,85840,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54360878,2022-08-29,2022-10-02,313,Dzaleka,Malawi,Post-emergency,1412,487,12,100,100,38,8,11,165,56486,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54361140,2022-08-29,2022-10-02,319,Maratane,Mozambique,Post-emergency,339,152,9,NA,NA,100,4,NA,470,9417,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363784,2022-08-29,2022-10-02,696,Abala,Niger,Post-emergency,NA,115,15,NA,NA,8,18,72,3366,10100,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363727,2022-08-29,2022-10-02,4370,Chadakori,Niger,Post-emergency,NA,377,5,NA,NA,0,79,87,494,7915,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363728,2022-08-29,2022-10-02,4369,Dandaji Makao,Niger,Post-emergency,NA,545,5,NA,NA,0,61,67,340,5445,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363729,2022-08-29,2022-10-02,4371,Garin Kaka,Niger,Post-emergency,NA,311,18,NA,NA,0,69,80,272,4359,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54363909,2022-08-29,2022-10-02,4382,Ouallam,Niger,Post-emergency,NA,116,23,NA,NA,9,30,36,NA,6129,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54370537,2022-08-29,2022-10-02,3926,Sayam Forage,Niger,Post-emergency,NA,160,0,NA,NA,0,NA,NA,NA,31594,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362804,2022-08-29,2022-10-02,4673,Adagam 3,Nigeria,Post-emergency,NA,92,16,100,100,23,18,20,552,2210,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362583,2022-08-29,2022-10-02,4251,Adagom,Nigeria,Post-emergency,NA,117,17,100,100,15,23,34,1215,12150,19236,NA,NA,NA,NA,NA,NA,NA,NA,NA
